title,uploader,episode_day,url,frame_namefile,words,result,clue,explanation,solution
La ghigliottina - L'EreditÃ  18/05/2022',Rai,18/05/2022,https://www.youtube.com/watch?v=T4rscESCjME,18-05-2022.jpg,"TEMPORALE,CARABINIERI,ENTE,POLARE,PRESIDENTE,22.500","```json
{
  ""clue"": [
    ""TEMPORALE"",
    ""CARABINIERI"",
    ""ENTE"",
    ""POLARE"",
    ""PRESIDENTE""
  ],
  ""explanation"": [
    ""Zona temporale (tra occhio e orecchio)"",
    ""Legione Carabinieri (comando territoriale coincidente con la regione)"",
    ""Ente territoriale (la Regione è un ente territoriale)"",
    ""Regione polare (zone con freddo, Polo Nord/Sud)"",
    ""Presidente della Giunta Regionale / Consiglio della Regione""
  ],
  ""solution"": ""REGIONE""
}
```","['TEMPORALE', 'CARABINIERI', 'ENTE', 'POLARE', 'PRESIDENTE']","['Zona temporale (tra occhio e orecchio)', 'Legione Carabinieri (comando territoriale coincidente con la regione)', 'Ente territoriale (la Regione è un ente territoriale)', 'Regione polare (zone con freddo, Polo Nord/Sud)', 'Presidente della Giunta Regionale / Consiglio della Regione']",REGIONE
La ghigliottina - L'EreditÃ  17/05/2022',Rai,17/05/2022,https://www.youtube.com/watch?v=DekXsddWvuM,17-05-2022.jpg,"MARE,MUSICA,PRIVATO,RUOLO,SOSTEGNO,20.000","```json
{
  ""clue"": [
    ""MARE"",
    ""MUSICA"",
    ""PRIVATO"",
    ""RUOLO"",
    ""SOSTEGNO""
  ],
  ""explanation"": [
    ""L'insegnante al mare con tutta la classe (anche se in tono scherzoso)."",
    ""L'insegnante di musica."",
    ""L'insegnante privato."",
    ""L'insegnante di ruolo."",
    ""L'insegnante di sostegno.""
  ],
  ""solution"": ""INSEGNANTE""
}
```","['MARE', 'MUSICA', 'PRIVATO', 'RUOLO', 'SOSTEGNO']","[""L'insegnante al mare con tutta la classe (anche se in tono scherzoso)."", ""L'insegnante di musica."", ""L'insegnante privato."", ""L'insegnante di ruolo."", ""L'insegnante di sostegno.""]",INSEGNANTE
La ghigliottina - L'EreditÃ  12/05/2022',Rai,12/05/2022,https://www.youtube.com/watch?v=jzmQXmT6Zz8,12-05-2022.jpg,"PUNTA,TERRA,AGENDA,CAMICIA,PIZZA,37.500","```json
{
  ""clue"": [""PUNTA"", ""TERRA"", ""AGENDA"", ""CAMICIA"", ""PIZZA""],
  ""explanation"": [
  ""PUNTA rossa (riferimento a Punta Rossa del Circeo)"",
  ""TERRA rossa"",
  ""AGENDA rossa (riferimento all'agenda rossa di Paolo Borsellino)"",
  ""CAMICIA rossa (riferimento alla camicia rossa di Garibaldi)"",
  ""PIZZA rossa""
  ],
  ""solution"": ""ROSSA""
}
```","['PUNTA', 'TERRA', 'AGENDA', 'CAMICIA', 'PIZZA']","['PUNTA rossa (riferimento a Punta Rossa del Circeo)', 'TERRA rossa', ""AGENDA rossa (riferimento all'agenda rossa di Paolo Borsellino)"", 'CAMICIA rossa (riferimento alla camicia rossa di Garibaldi)', 'PIZZA rossa']",ROSSA
La ghigliottina - L'EreditÃ  11/05/2022',Rai,11/05/2022,https://www.youtube.com/watch?v=gFZsn_i74h4,11-05-2022.jpg,"TÃ,PELLE,RAMMENDO,OGGI,MINESTRA,25.000","```json
{
  ""clue"": [""TÈ"", ""PELLE"", ""RAMMENDO"", ""OGGI"", ""MINESTRA""],
  ""explanation"": [
    ""Tazza da tè"",
    ""Pelle umana"",
    ""Non specificato direttamente un legame specifico per rammendo, ma viene discusso in relazione ad altre parole."",
    ""Meglio un uovo oggi che una gallina domani"",
    ""Minestra all'uovo""
  ],
  ""solution"": ""UOVO""
}
```","['TÈ', 'PELLE', 'RAMMENDO', 'OGGI', 'MINESTRA']","['Tazza da tè', 'Pelle umana', 'Non specificato direttamente un legame specifico per rammendo, ma viene discusso in relazione ad altre parole.', 'Meglio un uovo oggi che una gallina domani', ""Minestra all'uovo""]",UOVO
La ghigliottina - L'EreditÃ  02/05/2022',Rai,02/05/2022,https://www.youtube.com/watch?v=xFaMVLTjMLs,02-05-2022.jpg,"LETTO,VELLUTO,LUIGI,QUA,ELEFANTE,30.0u0","```json
{
  ""clue"": [""LETTO"", ""VELLUTO"", ""LUIGI"", ""QUA"", ""ELEFANTE""],
  ""explanation"": [
  ""Zampa è legata al letto perché si parla della \""stampa del letto\"" di velluto."",
  ""Zampa è legata al velluto perché si parla di \""velluto grigio\"" e della morbidezza del velluto."",
  ""Zampa è legata a Luigi (Luigi Zampa) in quanto viene citato il \""grandissimo regista Luigi Zampa\""."",
  ""Zampa è legata a \""qua\"" perché viene detto \""qua la zampa\"" (riferito al gesto di amicizia/concordia)."",
  ""Zampa è legata a elefante perché si parla dei \""pantaloni a zampa d'elefante\"".""
  ],
  ""solution"": ""ZAMPA""
}
```","['LETTO', 'VELLUTO', 'LUIGI', 'QUA', 'ELEFANTE']","['Zampa è legata al letto perché si parla della ""stampa del letto"" di velluto.', 'Zampa è legata al velluto perché si parla di ""velluto grigio"" e della morbidezza del velluto.', 'Zampa è legata a Luigi (Luigi Zampa) in quanto viene citato il ""grandissimo regista Luigi Zampa"".', 'Zampa è legata a ""qua"" perché viene detto ""qua la zampa"" (riferito al gesto di amicizia/concordia).', 'Zampa è legata a elefante perché si parla dei ""pantaloni a zampa d\'elefante"".']",ZAMPA
La ghigliottina - L'EreditÃ   - 26/04/2022',Rai,26/04/2022,https://www.youtube.com/watch?v=F0EqwnpZQAM,26-04-2022.jpg,"SOLE,ESTATE,AUTO,MUSEO,MANI,105.000","```json
{
  ""clue"": [
    ""SOLE"",
    ""ESTATE"",
    ""AUTO"",
    ""MUSEO"",
    ""MANI""
  ],
  ""explanation"": [
    ""SOLE: 'la città del sole' (l'utopia di Tommaso Campanella, la società perfetta)"",
    ""ESTATE: 'l'estate in città'"",
    ""AUTO: 'auto da città' (piccola, comoda, pratica)"",
    ""MUSEO: 'città museo' (riferimento a Roma, ricca di musei)"",
    ""MANI: 'le mani sulla città' (riferimento al film di Francesco Rosi)""
  ],
  ""solution"": ""CITTÀ""
}
```","['SOLE', 'ESTATE', 'AUTO', 'MUSEO', 'MANI']","[""SOLE: 'la città del sole' (l'utopia di Tommaso Campanella, la società perfetta)"", ""ESTATE: 'l'estate in città'"", ""AUTO: 'auto da città' (piccola, comoda, pratica)"", ""MUSEO: 'città museo' (riferimento a Roma, ricca di musei)"", ""MANI: 'le mani sulla città' (riferimento al film di Francesco Rosi)""]",CITTÀ
La ghigliottina - L'EreditÃ  week end - 23/04/2022',Rai,23/04/2022,https://www.youtube.com/watch?v=MWMDiwEysJI,23-04-2022.jpg,"MERAVIGLIE,ATTRAVERSARE,EPOPEA,MONTAGNA,SOTTERRANEA,40.000","```json
{
  ""clue"": [""MERAVIGLIE"", ""ATTRAVERSARE"", ""EPOPEA"", ""MONTAGNA"", ""SOTTERRANEA""],
  ""explanation"": [
    ""La ferrovia delle meraviglie."",
    ""Attraversare la ferrovia sempre con prudenza, dove c'è il passaggio a livello consentito."",
    ""L'epopea della ferrovia degli Stati Uniti del XIX secolo."",
    ""La ferrovia di montagna, a scartamento ridotto."",
    ""La ferrovia sotterranea.""
  ],
  ""solution"": ""FERROVIA""
}
```","['MERAVIGLIE', 'ATTRAVERSARE', 'EPOPEA', 'MONTAGNA', 'SOTTERRANEA']","['La ferrovia delle meraviglie.', ""Attraversare la ferrovia sempre con prudenza, dove c'è il passaggio a livello consentito."", ""L'epopea della ferrovia degli Stati Uniti del XIX secolo."", 'La ferrovia di montagna, a scartamento ridotto.', 'La ferrovia sotterranea.']",FERROVIA
La ghigliottina - L'EreditÃ   - 21/04/2022',Rai,21/04/2022,https://www.youtube.com/watch?v=yGzwFdYX3sw,21-04-2022.jpg,"LEGNO,PROSCIUTTO,RUOLO,INVIDIA,TACCO,40.0u0","```json
{
  ""clue"": [""LEGNO"", ""PROSCIUTTO"", ""RUOLO"", ""INVIDIA"", ""TACCO""],
  ""explanation"": [
  ""Puntata da legno (o punta di legna, parlando del trapano)"",
  ""Punta prosciutto (bellissima e famosissima spiaggia del Salento)"",
  ""Ruolo di punta (o nella squadra che ti attacca gioco nel ruolo di...)"",
  ""Punta di invidia (di quanto tutti sentiranno a suonare)"",
  ""Puntata (tecnica del ballo o della guida, oppure punta da legno/puntata legno)""
  ],
  ""solution"": ""PUNTA""
}
```","['LEGNO', 'PROSCIUTTO', 'RUOLO', 'INVIDIA', 'TACCO']","['Puntata da legno (o punta di legna, parlando del trapano)', 'Punta prosciutto (bellissima e famosissima spiaggia del Salento)', 'Ruolo di punta (o nella squadra che ti attacca gioco nel ruolo di...)', 'Punta di invidia (di quanto tutti sentiranno a suonare)', 'Puntata (tecnica del ballo o della guida, oppure punta da legno/puntata legno)']",PUNTA
La ghigliottina - L'EreditÃ   - 19/04/2022',Rai,19/04/2022,https://www.youtube.com/watch?v=GexVgLZkp1w,19-04-2022.jpg,"FORTE,FARE,VERITÃ,SOLO Ã,MAGGIO,26.250","```json
{
  ""clue"": [""FORTE"", ""FARE"", ""VERITÀ"", ""SOLO È"", ""PRIMO MAGGIO""],
  ""explanation"": [
    ""Il legame con FORTE è dato dalla parola 'coraggio' ('forti di forte coraggio'), che è associata a 'coraggio', titolo del romanzo di Saviano dedicato a Falcone, e implicitamente al coraggio necessario per dire la verità."",
    ""Il legame con FARE è dato da 'fare squadra' (la parola scelta dalla concorrente), e il contesto in cui si fa squadra o si fanno determinate azioni."",
    ""Il legame con VERITÀ è esplicitato dal 'coraggio della verità' (titolo di un film) e dal fatto che Falcone e Borsellino cercavano la verità per sconfiggere la mafia."",
    ""Il legame con SOLO È è dato dal 'coraggio di rimanere da solo' menzionato in relazione a Falcone e Borsellino, e dal titolo del romanzo di Saviano 'Solo è il coraggio'."",
    ""Il legame con PRIMO MAGGIO è dato dalla canzone 'Ti amo' di Umberto Tozzi che viene associata al Primo Maggio (il concertone).""
  ],
  ""solution"": ""TI AMO""
}
```","['FORTE', 'FARE', 'VERITÀ', 'SOLO È', 'PRIMO MAGGIO']","[""Il legame con FORTE è dato dalla parola 'coraggio' ('forti di forte coraggio'), che è associata a 'coraggio', titolo del romanzo di Saviano dedicato a Falcone, e implicitamente al coraggio necessario per dire la verità."", ""Il legame con FARE è dato da 'fare squadra' (la parola scelta dalla concorrente), e il contesto in cui si fa squadra o si fanno determinate azioni."", ""Il legame con VERITÀ è esplicitato dal 'coraggio della verità' (titolo di un film) e dal fatto che Falcone e Borsellino cercavano la verità per sconfiggere la mafia."", ""Il legame con SOLO È è dato dal 'coraggio di rimanere da solo' menzionato in relazione a Falcone e Borsellino, e dal titolo del romanzo di Saviano 'Solo è il coraggio'."", ""Il legame con PRIMO MAGGIO è dato dalla canzone 'Ti amo' di Umberto Tozzi che viene associata al Primo Maggio (il concertone).""]",TI AMO
La ghigliottina - L'EreditÃ   - 19/04/2022',Rai,19/04/2022,https://www.youtube.com/watch?v=2pEilNj8ygQ,19-04-2022.jpg,"FORTE,FARE,VERITÃ,SOLO Ã,MAGGIO,26.250","```json
{
  ""clue"": [""FORTE"", ""FARE"", ""VERITÀ"", ""SOLO È"", ""PRIMO MAGGIO""],
  ""explanation"": [
  ""FORTE: Coraggio, che è il titolo del romanzo di Roberto Saviano dedicato a Giovanni Falcone, e si usa anche nel film \""Il coraggio della verità\"" (con Meg Ryan e Denzel Washington)."",
  ""FARE: \""Fare squadra\"", \""fare famiglia\""."",
  ""VERITÀ: Il coraggio della verità (titolo di un film) e la ricerca della verità (riferimento a Falcone e Borsellino)."",
  ""SOLO È: Il coraggio di rimanere da solo (riferimento a Falcone e Borsellino lasciati soli) e il titolo del romanzo di Roberto Saviano \""Solo è il coraggio\""."",
  ""PRIMO MAGGIO: La canzone \""Ti amo\"" di Umberto Tozzi, che è associata al Primo Maggio (concertone).""
  ],
  ""solution"": ""TI AMO""
}
```","['FORTE', 'FARE', 'VERITÀ', 'SOLO È', 'PRIMO MAGGIO']","['FORTE: Coraggio, che è il titolo del romanzo di Roberto Saviano dedicato a Giovanni Falcone, e si usa anche nel film ""Il coraggio della verità"" (con Meg Ryan e Denzel Washington).', 'FARE: ""Fare squadra"", ""fare famiglia"".', 'VERITÀ: Il coraggio della verità (titolo di un film) e la ricerca della verità (riferimento a Falcone e Borsellino).', 'SOLO È: Il coraggio di rimanere da solo (riferimento a Falcone e Borsellino lasciati soli) e il titolo del romanzo di Roberto Saviano ""Solo è il coraggio"".', 'PRIMO MAGGIO: La canzone ""Ti amo"" di Umberto Tozzi, che è associata al Primo Maggio (concertone).']",TI AMO
La ghigliottina - L'EreditÃ   - 18/04/2022',Rai,18/04/2022,https://www.youtube.com/watch?v=Wh7hZcVzuyI,18-04-2022.jpg,"QUALCOSA,CORRENTI,VITA,ORDINE,STORIA,28.750","```json
{
  ""clue"": [""QUALCOSA"", ""CORRENTI"", ""VITA"", ""ORDINE"", ""STORIA""],
  ""explanation"": [
  ""La soluzione si lega a QUALCOSA perché lui parla delle \""pagine chiare e scure della nostra vita\"" in cui \""qualcosa rimane\""."",
  ""La soluzione si lega a CORRENTI perché lui parla di \""correnti marine\"" e della consultazione delle pagine per vedere le correnti."",
  ""La soluzione si lega a VITA perché lui parla delle \""pagine chiare e scure della nostra vita\""."",
  ""La soluzione si lega a ORDINE perché lui parla dell'\""ordine delle pagine\""."",
  ""La soluzione si lega a STORIA perché lui parla delle \""pagine di storia\"", i grandi eventi dell'umanità.""
  ],
  ""solution"": ""PAGINE""
}
```","['QUALCOSA', 'CORRENTI', 'VITA', 'ORDINE', 'STORIA']","['La soluzione si lega a QUALCOSA perché lui parla delle ""pagine chiare e scure della nostra vita"" in cui ""qualcosa rimane"".', 'La soluzione si lega a CORRENTI perché lui parla di ""correnti marine"" e della consultazione delle pagine per vedere le correnti.', 'La soluzione si lega a VITA perché lui parla delle ""pagine chiare e scure della nostra vita"".', 'La soluzione si lega a ORDINE perché lui parla dell\'""ordine delle pagine"".', 'La soluzione si lega a STORIA perché lui parla delle ""pagine di storia"", i grandi eventi dell\'umanità.']",PAGINE
La ghigliottina - L'EreditÃ   - 12/04/2022',Rai,12/04/2022,https://www.youtube.com/watch?v=6FA2Ghcv2jw,12-04-2022.jpg,"TERRENO,GIOVANI,EUROPA,COPPA,GRATUITI,20.000","```json
{
  ""clue"": [
    ""TERRENO"",
    ""GIOVANI"",
    ""EUROPA"",
    ""COPPA"",
    ""GRATUITI""
  ],
  ""explanation"": [
    ""Campioni del terreno (quando si analizza il terreno)"",
    ""Giovani campioni o campioncini (in riferimento a ragazzi/allievi)"",
    ""Campioni d'Europa (riferimento ai successi sportivi)"",
    ""Coppa dei Campioni"",
    ""Campioncini gratuiti (riferimento ai campioncini omaggio)""
  ],
  ""solution"": ""CAMPIONI""
}
```","['TERRENO', 'GIOVANI', 'EUROPA', 'COPPA', 'GRATUITI']","['Campioni del terreno (quando si analizza il terreno)', 'Giovani campioni o campioncini (in riferimento a ragazzi/allievi)', ""Campioni d'Europa (riferimento ai successi sportivi)"", 'Coppa dei Campioni', 'Campioncini gratuiti (riferimento ai campioncini omaggio)']",CAMPIONI
La ghigliottina - L'EreditÃ  week end - 10/04/2022',Rai,10/04/2022,https://www.youtube.com/watch?v=mG9YuzG_FM4,10-04-2022.jpg,"AFRICA,DESERTO,FESTA,ARIE,NOTTE,32.500","```json
{
  ""clue"": [
    ""AFRICA"",
    ""DESERTO"",
    ""FESTA"",
    ""ARIE"",
    ""NOTTE""
  ],
  ""explanation"": [
    ""La Regina d'Africa (riferimento al film)"",
    ""La Regina del Deserto (riferimento al film Priscilla)"",
    ""La Regina della Festa (riferimento a Serena, la campionessa, e al programma)"",
    ""Arie da Regina (riferimento a darsi arie da regina e alla Regina della Notte)"",
    ""La Regina della Sera prima del TG1""
  ],
  ""solution"": ""REGINA""
}
```","['AFRICA', 'DESERTO', 'FESTA', 'ARIE', 'NOTTE']","[""La Regina d'Africa (riferimento al film)"", 'La Regina del Deserto (riferimento al film Priscilla)', 'La Regina della Festa (riferimento a Serena, la campionessa, e al programma)', 'Arie da Regina (riferimento a darsi arie da regina e alla Regina della Notte)', 'La Regina della Sera prima del TG1']",REGINA
La ghigliottina - L'EreditÃ   - 08/04/2022',Rai,08/04/2022,https://www.youtube.com/watch?v=Z95i-wc6xYw,08-04-2022.jpg,"VIA,ACCORDO,PER,TERMINE,ALTA,40.000","```json
{
  ""clue"": [
    ""VIA"",
    ""ACCORDO"",
    ""PER"",
    ""TERMINE"",
    ""ALTA""
  ],
  ""explanation"": [
    ""Via di definizione (che sta per essere precisato)"",
    ""Definizione di un accordo (come ci accordiamo, che facciamo la pace)"",
    ""Definizione (la parola è definita)"",
    ""Definizione di un termine (trova la definizione)"",
    ""Alta definizione""
  ],
  ""solution"": ""DEFINIZIONE""
}
```","['VIA', 'ACCORDO', 'PER', 'TERMINE', 'ALTA']","['Via di definizione (che sta per essere precisato)', 'Definizione di un accordo (come ci accordiamo, che facciamo la pace)', 'Definizione (la parola è definita)', 'Definizione di un termine (trova la definizione)', 'Alta definizione']",DEFINIZIONE
La ghigliottina - L'EreditÃ   - 04/04/2022',Rai,04/04/2022,https://www.youtube.com/watch?v=emWI6nBCYzc,04-04-2022.jpg,"SOTTO,RISCHIO,NAZIONALE,coSTI,ASSEGNO,45.000","```json
{
  ""clue"": [
    ""SOTTO"",
    ""RISCHIO"",
    ""NAZIONALE"",
    ""COSTI"",
    ""ASSEGNO""
  ],
  ""explanation"": [
    ""sotto copertura (riferimento a serie TV)"",
    ""copertura del rischio (assicurazione)"",
    ""copertura nazionale (gestore telefonico)"",
    ""copertura dei costi (operazione finanziaria)"",
    ""copertura di un assegno (avere in banca l'importo)""
  ],
  ""solution"": ""COPERTURA""
}
```","['SOTTO', 'RISCHIO', 'NAZIONALE', 'COSTI', 'ASSEGNO']","['sotto copertura (riferimento a serie TV)', 'copertura del rischio (assicurazione)', 'copertura nazionale (gestore telefonico)', 'copertura dei costi (operazione finanziaria)', ""copertura di un assegno (avere in banca l'importo)""]",COPERTURA
La ghigliottina - L'EreditÃ  week end - 02/04/2022',Rai,02/04/2022,https://www.youtube.com/watch?v=HYO5OCuSSWQ,02-04-2022.jpg,"DOMANI,NUMERO,FIDUCIA,RISPETTO,CHI Ã,80.000","```json
{
  ""clue"": [
    ""DOMANI"",
    ""NUMERO"",
    ""FIDUCIA"",
    ""RISPETTO"",
    ""CHI È""
  ],
  ""explanation"": [
    ""DOMANI è legato perché il prossimo (futuro) è domani, o perché è il prossimo numero di una rivista, o il prossimo numero di una ghigliottina."",
    ""NUMERO è legato perché si parla del prossimo numero di una rivista o del prossimo numero di una ghigliottina."",
    ""FIDUCIA è legata al fatto che bisogna avere fiducia nel prossimo."",
    ""RISPETTO è legato al rispetto per il prossimo."",
    ""CHI È è legato al prossimo campione vincitore che è Claudia.""
  ],
  ""solution"": ""PROSSIMO""
}
```","['DOMANI', 'NUMERO', 'FIDUCIA', 'RISPETTO', 'CHI È']","['DOMANI è legato perché il prossimo (futuro) è domani, o perché è il prossimo numero di una rivista, o il prossimo numero di una ghigliottina.', 'NUMERO è legato perché si parla del prossimo numero di una rivista o del prossimo numero di una ghigliottina.', 'FIDUCIA è legata al fatto che bisogna avere fiducia nel prossimo.', 'RISPETTO è legato al rispetto per il prossimo.', 'CHI È è legato al prossimo campione vincitore che è Claudia.']",PROSSIMO
La ghigliottina - L'EreditÃ  week end - 27/03/2022',Rai,27/03/2022,https://www.youtube.com/watch?v=BpStDgus6pY,27-03-2022.jpg,"ATTIMO,ERRORE,GUIDA,FONDI,MUSCOLARE,57.500","```json
{
  ""clue"": [
    ""attimo"",
    ""errore"",
    ""guida"",
    ""fondi"",
    ""muscolare""
  ],
  ""explanation"": [
    ""Un attimo di gloria (riferito al concetto di caducità della gloria)"",
    ""Un errore per la gloria / Gloria di un errore (la caducità di un errore)"",
    ""Gloria guida (concetto associato a icone e a vacanze)"",
    ""Gloria e fondi (concetto associato a dove va in vacanza 'Gloria')"",
    ""Dolore muscolare / Contrattura (dopo allenamento eccessivo)""
  ],
  ""solution"": ""distrazione""
}
```","['attimo', 'errore', 'guida', 'fondi', 'muscolare']","['Un attimo di gloria (riferito al concetto di caducità della gloria)', 'Un errore per la gloria / Gloria di un errore (la caducità di un errore)', 'Gloria guida (concetto associato a icone e a vacanze)', ""Gloria e fondi (concetto associato a dove va in vacanza 'Gloria')"", 'Dolore muscolare / Contrattura (dopo allenamento eccessivo)']",DISTRAZIONE
